,A,B,C,D,E,F,G,H,I,J
997,124.17,293.88,64.06,64.31,76.66,12.7,40.5,221.51,28.54,95.29
998,126.9,296.65,65.01,65.97,78.47,13.25,41.67,207.95,28.64,95.0
999,129.14,299.56,64.25,67.84,78.57,13.46,42.3,207.14,29.46,94.14
1000,129.32,298.23,63.2,67.76,77.06,13.58,42.39,206.54,29.46,90.38
1001,129.11,296.58,62.7,67.53,77.87,13.71,42.83,214.09,29.82,94.15
1002,128.09,298.9,62.5,66.81,76.79,13.69,42.48,216.92,29.52,93.74
1003,128.58,299.09,62.71,65.43,77.01,13.26,41.44,226.08,29.79,96.12
1004,126.06,299.53,62.23,64.04,74.97,13.23,41.53,234.66,29.47,93.35
1005,124.14,299.07,62.15,63.3,75.15,13.44,41.25,231.56,29.62,93.66
1006,124.34,305.0,61.67,63.32,75.71,13.19,40.82,230.22,29.5,93.76
1007,122.96,306.59,62.26,63.62,76.29,13.32,40.69,235.35,29.55,96.95
1008,123.79,303.43,63.48,63.97,81.13,13.62,40.89,239.58,29.79,99.22
1009,122.2,300.97,63.45,63.32,80.4,13.44,40.2,242.49,30.41,99.37
1010,124.28,303.62,63.0,64.75,78.72,14.11,41.09,241.31,31.3,99.06
1011,122.03,306.52,63.58,64.48,79.42,13.95,40.93,244.1,30.61,101.38
1012,119.61,308.78,63.64,63.54,79.48,13.73,40.37,247.83,30.49,101.0
1013,119.65,309.41,63.8,62.84,79.61,13.74,41.07,238.51,30.08,101.83
1014,110.98,302.54,64.93,58.57,79.67,12.47,37.46,243.96,29.05,105.94
1015,112.0,306.02,66.7,58.95,81.26,12.88,37.05,228.71,28.92,107.77
1016,111.23,304.29,66.09,58.68,83.11,12.74,37.11,234.52,28.52,109.41
1017,110.95,306.79,66.08,58.15,81.23,12.41,36.37,237.24,28.9,106.59
1018,112.06,305.89,66.54,59.69,81.62,12.69,36.52,223.85,29.12,109.59
1019,115.0,319.08,65.83,60.65,80.57,12.88,36.86,220.44,29.92,107.21
1020,115.04,313.95,65.24,60.77,79.76,12.97,36.51,228.66,29.36,105.5
1021,115.42,319.0,65.75,60.8,79.59,12.91,36.09,223.68,29.45,105.24
1022,118.02,324.01,65.43,61.68,80.15,13.1,36.33,226.08,29.97,105.64
1023,118.54,324.24,66.04,62.13,80.3,13.08,36.27,229.61,30.25,103.7
1024,118.59,319.28,66.83,62.53,82.18,13.34,36.82,229.49,29.99,106.08
1025,120.64,327.53,66.39,64.07,80.82,13.57,37.56,234.75,30.78,101.67
1026,123.91,342.08,67.32,65.41,77.98,13.73,38.61,237.44,31.78,98.15
1027,125.18,340.59,66.66,66.78,78.04,13.64,38.44,243.33,32.13,96.67
1028,123.47,345.66,65.95,66.68,77.34,13.38,37.86,252.18,32.25,97.88
1029,124.35,347.3,67.04,67.02,78.48,13.27,37.6,262.11,32.26,99.43
1030,121.47,346.02,66.55,65.86,78.74,13.23,36.8,242.79,32.39,98.19
1031,123.06,349.03,66.12,64.66,77.67,13.07,36.54,243.73,33.07,98.36
1032,126.11,358.04,64.81,66.2,77.15,13.32,37.53,233.51,33.93,95.33
1033,127.0,360.88,64.93,66.32,77.6,13.49,37.8,224.41,33.8,95.55
1034,127.72,363.7,65.32,66.89,77.62,13.69,38.02,215.1,33.92,94.86
1035,126.24,366.2,66.6,65.34,78.19,13.01,37.3,222.48,34.4,96.66
1036,127.2,365.68,66.97,65.55,77.72,12.95,37.28,224.16,34.92,96.13
1037,126.35,378.82,68.0,65.6,80.95,12.82,36.73,228.15,34.98,97.35
1038,129.49,385.2,69.46,68.2,83.28,13.51,38.35,217.69,35.31,100.81
1039,134.09,398.78,68.8,70.22,82.71,13.94,39.71,223.59,36.46,101.28
1040,133.15,394.7,67.89,70.03,81.24,13.91,39.65,232.53,36.62,98.87
1041,135.01,403.43,69.07,68.55,82.46,13.53,39.49,238.94,36.19,101.72
1042,134.18,409.94,68.59,68.37,83.31,13.18,39.58,239.63,36.1,104.71
1043,134.56,413.81,69.92,66.7,83.16,12.98,38.97,248.78,36.15,101.67
1044,133.75,410.65,69.5,66.34,83.75,12.89,39.01,255.59,35.45,103.31
1045,133.67,410.11,67.43,67.22,84.04,12.98,38.92,258.8,35.78,104.88
1046,134.59,421.39,68.07,67.81,82.38,12.97,38.89,255.13,35.87,101.93
1047,134.19,420.24,68.32,67.5,83.04,12.93,38.45,260.95,35.28,103.14
1048,136.63,439.0,69.89,66.48,83.58,12.59,38.74,262.89,35.79,104.84
1049,136.45,424.39,69.78,67.37,80.76,12.37,38.51,268.55,36.76,103.28
1050,137.55,425.04,70.47,67.08,82.09,12.27,38.4,273.89,36.72,101.92
1051,136.08,423.61,70.39,66.65,85.04,12.24,38.65,274.39,36.13,105.37
1052,133.68,422.31,70.4,64.65,84.69,12.15,37.51,282.01,36.36,102.42
1053,132.86,424.96,70.96,64.98,84.1,12.04,37.34,288.58,35.85,100.05
1054,136.58,429.47,71.15,66.45,85.83,12.62,38.57,292.11,36.0,98.33
1055,133.11,431.52,70.57,66.07,86.91,12.59,38.14,285.58,35.86,97.86
1056,133.5,432.15,70.41,66.21,87.74,12.76,38.48,291.28,36.07,97.02
1057,134.76,433.9,70.89,66.44,86.8,12.75,38.1,297.1,35.81,96.04
1058,134.27,438.77,72.26,67.28,88.8,13.23,38.61,304.02,35.96,98.28
1059,131.77,435.44,72.82,65.74,88.87,13.14,38.46,305.7,36.69,101.43
1060,132.95,435.71,72.89,66.7,89.77,13.08,38.94,315.95,36.51,102.68
1061,132.23,435.07,72.2,66.32,88.8,12.97,38.44,324.93,36.43,104.13
1062,132.4,439.91,73.23,66.62,88.44,13.13,38.56,324.65,36.56,102.55
1063,130.65,435.84,73.61,67.08,90.18,12.99,38.14,335.65,36.58,102.39
1064,129.26,430.02,73.82,65.78,91.85,13.03,38.15,345.79,36.12,104.25
1065,129.2,418.35,73.74,65.85,95.61,12.93,38.69,355.75,36.12,107.54
1066,128.48,423.5,74.65,65.87,95.26,12.8,38.1,327.59,36.31,106.78
1067,128.57,425.82,74.24,65.7,91.98,12.83,37.78,328.31,35.92,106.36
1068,130.4,423.59,75.26,65.89,93.82,13.01,38.27,333.87,36.68,108.45
1069,133.49,426.35,76.19,66.95,95.4,13.27,39.27,343.52,37.88,109.57
1070,132.2,430.61,76.4,67.62,98.01,13.36,38.94,353.23,37.67,113.27
1071,135.12,439.32,74.33,70.13,97.4,13.95,39.86,362.56,37.13,110.94
1072,134.91,440.52,74.86,69.57,99.28,13.87,39.09,357.17,37.05,112.88
1073,136.8,451.05,76.87,70.15,97.1,13.79,38.51,333.4,37.25,109.55
1074,138.73,449.39,75.31,72.51,94.7,14.17,39.25,308.2,37.67,108.75
1075,145.05,455.09,75.26,75.01,95.53,15.34,41.3,307.86,37.21,109.99
1076,144.68,456.05,74.08,75.2,94.75,15.6,41.7,312.78,36.73,106.96
1077,146.37,456.8,75.74,75.16,98.25,15.76,42.36,319.87,36.68,107.5
1078,146.83,445.64,76.65,74.63,100.01,15.74,42.34,319.4,36.08,108.04
1079,145.08,443.12,74.6,72.62,97.08,15.36,41.98,315.08,36.4,105.4
1080,144.47,438.04,75.26,71.99,96.69,15.1,41.57,316.24,36.32,103.02
1081,143.23,438.34,76.28,72.49,97.44,14.91,41.19,315.88,35.92,102.26
1082,144.87,449.94,76.46,73.76,96.02,15.03,41.65,310.3,36.89,102.18
1083,143.18,445.6,77.14,73.6,97.4,15.11,41.39,301.98,36.51,106.81
1084,142.41,432.27,75.8,72.98,100.02,14.89,41.05,297.37,35.78,109.22
1085,142.65,433.84,74.93,73.19,101.13,14.92,41.49,286.8,35.91,112.03
1086,141.54,436.72,75.05,72.39,101.23,14.65,40.63,279.33,35.7,109.93
1087,141.6,442.46,74.09,72.12,97.46,14.86,41.15,277.77,36.21,107.03
1088,144.56,443.82,73.18,74.03,95.89,15.39,42.79,286.75,37.03,104.86
1089,144.8,448.88,72.69,73.9,93.78,15.56,43.49,277.85,37.39,102.45
1090,144.07,450.84,72.48,73.72,91.74,15.51,43.23,278.77,37.7,100.19
1091,141.27,467.67,73.86,72.81,91.37,15.17,42.86,276.73,38.12,101.91
1092,141.52,470.08,74.17,73.01,90.87,14.92,42.49,287.54,38.52,101.65
1093,145.64,474.17,72.59,76.23,90.2,15.78,45.0,279.49,38.51,102.82
1094,141.21,463.02,72.05,74.52,89.51,15.31,44.0,275.95,38.35,104.12
1095,142.57,470.74,72.0,75.27,86.5,15.48,45.07,286.12,39.01,102.71
1096,140.04,466.88,72.22,74.97,87.15,15.21,45.45,291.1,38.46,100.66
1097,140.6,464.24,72.88,74.93,86.51,15.66,45.88,299.96,38.0,101.47
1098,140.16,466.9,73.04,76.0,88.43,15.73,45.62,287.6,36.99,104.47
1099,146.28,465.86,74.34,78.36,86.8,16.8,48.05,295.24,37.0,103.94
1100,146.24,459.33,75.4,80.01,90.29,17.37,48.2,290.5,37.5,110.8
1101,149.36,464.46,76.92,79.42,92.8,17.71,49.28,288.59,37.74,111.42
1102,149.22,455.58,76.72,80.85,92.14,18.51,50.48,285.57,36.54,111.86
1103,143.41,451.61,77.21,76.83,93.05,17.45,48.12,286.31,36.6,110.18
1104,138.86,450.87,76.39,77.38,93.87,17.31,47.91,294.56,36.74,108.74
1105,137.58,446.18,76.55,76.52,95.48,17.44,47.63,287.37,36.61,107.05
1106,140.81,448.98,76.45,76.38,98.44,17.21,47.14,292.72,36.62,109.27
1107,142.09,462.63,77.46,74.62,99.76,16.41,46.27,267.86,36.78,109.05
1108,144.68,464.58,75.97,74.42,99.8,16.38,46.23,274.18,36.31,108.68
1109,146.33,469.94,77.62,75.88,99.64,16.97,46.5,281.18,35.92,113.11
1110,152.77,471.1,77.24,78.98,100.03,18.21,48.89,284.2,34.96,112.02
1111,147.68,471.94,75.97,76.72,99.22,17.38,47.28,284.92,34.99,108.1
1112,146.82,472.13,75.26,76.56,98.5,17.43,47.66,288.29,34.71,109.02
1113,146.67,472.67,76.36,76.31,96.48,17.38,48.39,298.19,35.2,109.07
1114,146.01,477.88,77.34,76.16,97.11,17.1,48.71,303.11,35.02,110.92
1115,143.63,489.03,75.38,75.11,94.32,16.67,48.31,306.66,35.96,110.32
1116,145.05,488.82,74.52,76.91,95.15,16.99,49.2,287.13,35.87,110.69
1117,141.53,497.15,73.98,74.76,93.94,15.98,46.89,280.52,35.98,111.29
1118,143.99,498.68,74.7,77.85,95.4,16.82,47.37,283.14,35.79,111.27
1119,144.67,495.12,75.37,78.43,96.5,17.3,48.69,292.67,34.97,112.31
1120,146.36,503.61,74.79,80.29,96.43,17.38,48.8,299.99,34.4,110.04
1121,148.58,495.77,73.08,82.88,93.62,18.23,50.62,310.74,33.93,106.63
1122,151.36,500.95,72.68,82.67,93.06,18.31,50.55,318.0,33.27,105.42
1123,150.11,497.63,72.42,81.76,94.26,18.07,50.21,328.95,33.0,107.08
1124,155.21,502.69,72.84,84.52,98.22,19.21,52.34,328.58,33.67,112.99
1125,152.88,496.39,72.52,84.92,98.89,19.44,52.35,308.92,33.08,115.06
1126,154.29,501.72,73.98,85.44,99.17,19.97,52.42,299.54,33.65,116.55
1127,156.76,510.51,73.2,86.75,99.85,20.71,53.5,310.4,33.61,120.93
1128,155.69,515.03,72.48,86.01,96.68,20.45,52.8,311.05,33.99,120.67
1129,156.08,516.83,72.98,87.11,97.67,20.82,53.15,316.89,33.99,120.42
1130,158.16,520.02,71.09,86.65,98.03,20.9,52.9,324.6,34.16,118.63
1131,158.68,525.55,72.88,88.24,99.25,20.92,53.85,333.34,34.26,122.83
1132,161.19,517.63,72.75,88.65,99.4,21.16,53.94,326.71,34.18,124.69
1133,165.38,527.89,72.19,89.95,98.67,21.77,54.75,323.35,34.62,125.38
1134,163.97,529.65,72.24,89.71,99.36,21.56,53.02,320.1,34.6,121.36
1135,164.01,528.25,73.43,89.7,100.44,21.66,52.46,326.73,34.33,120.7
1136,163.9,528.44,73.07,90.33,97.5,21.91,52.49,323.04,34.13,112.15
1137,164.22,528.52,74.51,90.52,98.9,21.76,52.91,328.52,34.18,113.77
1138,163.21,525.83,74.43,91.03,99.79,22.13,52.98,335.05,34.61,114.48
1139,167.33,538.12,74.17,93.06,101.78,22.64,54.22,338.54,34.41,114.62
1140,167.69,537.91,73.87,93.66,99.69,22.72,54.14,339.23,34.24,111.0
1141,168.16,545.52,74.53,93.4,101.21,23.0,53.85,344.91,34.75,114.1
1142,165.52,532.58,72.95,94.0,102.91,23.63,54.4,359.58,34.0,115.17
1143,167.5,533.13,73.72,94.84,101.6,23.74,54.02,342.27,34.3,114.03
1144,165.68,534.22,73.6,95.75,100.83,23.22,54.32,329.02,34.99,114.82
1145,162.84,532.23,73.65,94.92,96.95,23.1,54.65,301.19,34.64,110.38
1146,164.1,540.96,72.98,96.93,96.15,23.39,54.78,305.83,35.24,109.93
1147,165.73,540.8,74.68,96.51,99.77,23.35,54.59,306.37,36.28,112.39
1148,164.76,535.37,75.49,95.47,100.54,23.72,54.39,300.55,35.88,116.43
1149,156.15,519.79,76.44,89.97,96.46,21.27,49.88,309.77,35.06,112.03
1150,157.38,514.84,77.34,88.95,96.3,21.36,49.45,319.5,34.63,114.14
1151,155.37,523.7,77.97,89.29,96.15,21.31,49.13,327.08,34.97,112.98
1152,149.32,535.07,76.4,86.74,95.0,20.02,46.57,335.18,35.04,109.77
1153,149.29,525.47,75.24,87.28,94.14,20.29,47.2,321.86,35.21,109.01
1154,150.14,513.5,74.05,88.33,93.6,20.59,47.2,323.45,35.16,108.97
1155,147.32,508.85,73.07,88.55,93.97,20.54,47.15,316.64,34.62,107.12
1156,146.44,505.11,73.72,87.53,95.06,20.1,46.74,319.08,35.12,108.65
1157,151.4,520.59,76.48,91.4,100.8,20.6,48.2,320.66,35.23,115.86
1158,157.44,533.37,76.35,95.86,101.22,21.71,50.37,325.29,36.15,111.89
1159,152.29,520.86,74.87,92.8,97.64,20.98,48.86,304.66,35.35,105.75
1160,150.99,519.62,75.64,93.24,98.41,20.76,48.73,310.47,35.38,106.09
1161,151.48,520.49,76.01,92.87,99.78,20.81,49.23,310.96,35.77,106.27
1162,152.14,517.16,77.23,92.3,96.75,20.73,48.59,311.88,35.62,104.08
1163,157.77,527.93,77.74,96.57,98.66,22.18,51.8,314.33,36.58,104.47
1164,155.08,523.96,78.65,95.84,98.39,21.74,51.33,317.71,36.77,106.04
1165,153.29,520.43,78.64,93.71,97.02,21.32,50.16,297.68,36.85,109.02
1166,153.57,518.36,78.59,93.0,94.08,21.14,49.85,283.76,36.11,109.32
1167,151.68,523.33,78.49,91.78,93.59,21.22,50.25,270.83,35.66,110.2
1168,149.46,529.1,78.53,93.46,91.04,20.83,50.27,271.3,36.18,105.9
1169,148.08,525.7,78.91,90.46,90.23,21.06,49.97,259.62,36.23,104.68
1170,153.45,532.7,79.38,95.13,89.15,22.46,51.93,266.02,36.57,104.71
1171,153.7,525.65,79.92,96.35,90.42,22.13,51.95,278.06,37.77,107.43
1172,154.2,526.83,78.66,96.19,89.7,22.0,51.76,268.07,37.44,104.84
1173,150.34,532.64,79.4,94.64,89.58,21.51,50.52,264.24,37.15,107.02
1174,151.69,528.12,78.73,95.79,88.07,21.67,50.36,267.74,36.68,104.27
1175,154.7,536.56,79.8,99.05,90.53,22.17,51.1,277.93,37.15,106.3
1176,155.19,545.14,82.18,98.96,90.21,22.23,51.55,283.43,36.87,103.23
1177,155.15,545.86,81.85,98.62,87.88,22.3,51.85,279.57,36.26,102.59
1178,154.54,539.48,81.16,98.98,85.28,22.11,51.88,285.17,36.27,97.68
1179,155.91,545.38,81.61,100.07,87.29,22.61,52.36,284.99,35.94,102.91
1180,160.65,547.95,82.5,102.29,89.27,23.33,54.01,270.64,35.91,106.09
1181,157.02,542.97,82.53,99.28,89.25,22.35,52.53,261.06,36.22,106.59
1182,157.64,545.78,82.18,99.69,89.12,23.23,53.0,269.63,36.4,107.65
1183,161.06,550.32,82.66,101.34,87.48,23.69,54.58,277.19,36.95,107.65
1184,159.26,556.22,82.69,101.96,85.44,23.27,53.96,287.13,37.12,106.99
1185,157.56,562.48,82.23,101.91,85.32,23.43,53.4,276.35,37.62,106.57
1186,157.6,556.1,81.7,102.92,82.83,23.84,53.67,274.93,36.95,105.07
1187,159.8,552.64,81.52,104.28,80.77,24.01,53.2,273.9,37.91,105.22
1188,161.06,564.28,81.85,102.99,79.27,23.77,52.56,285.27,38.58,101.99
1189,162.94,575.56,81.58,102.5,78.77,23.55,51.91,289.84,39.46,98.25
1190,165.14,587.0,81.82,103.2,80.31,24.02,52.67,279.86,40.3,98.46
1191,163.92,578.88,84.13,102.73,78.0,24.15,52.56,276.13,40.69,97.4
1192,162.05,575.9,82.81,102.87,79.68,24.43,53.07,267.8,40.25,96.2
1193,163.57,588.96,81.69,104.49,76.77,23.64,52.66,270.14,40.39,91.14
1194,159.71,580.51,82.44,102.53,76.06,22.87,51.19,261.1,39.2,91.14
1195,160.99,584.32,83.53,104.03,76.41,22.52,51.67,260.78,39.3,90.19
1196,159.13,585.71,84.6,101.81,78.5,21.46,50.22,261.35,39.57,95.57
1197,158.69,588.02,83.75,102.76,78.1,21.18,49.92,257.57,39.96,94.51
1198,157.9,587.56,83.55,100.43,76.66,20.8,50.0,264.03,39.93,92.73
1199,159.72,584.22,84.39,102.83,76.93,20.88,51.27,257.61,40.82,92.26
1200,158.06,585.21,84.75,101.02,76.64,20.69,51.22,246.89,39.78,92.02
1201,158.68,593.72,83.73,102.32,75.19,21.14,51.43,239.84,40.05,91.87
1202,158.68,596.43,83.64,101.06,77.13,21.1,51.36,248.55,40.81,94.94
1203,160.16,602.57,83.6,101.26,77.53,21.21,51.4,244.03,41.0,91.53
1204,166.34,605.56,81.49,105.78,76.6,22.6,53.94,248.68,41.51,88.89
1205,165.16,599.95,80.34,104.38,78.64,22.29,53.15,254.55,40.24,90.1
1206,161.74,595.47,80.22,103.44,78.0,22.61,52.89,260.11,39.97,88.81
1207,165.14,591.08,80.94,104.76,78.09,23.1,53.33,261.86,40.75,88.49
1208,165.28,589.29,82.2,105.7,78.06,23.06,53.47,245.79,40.05,89.68
1209,159.85,582.47,80.37,103.19,78.44,22.4,52.3,239.94,39.11,91.12
1210,160.83,572.41,80.17,104.84,76.47,22.85,52.67,235.25,38.84,91.96
1211,160.69,569.45,80.88,103.81,75.18,22.66,51.95,236.3,38.53,91.3
1212,161.08,567.76,80.11,102.66,73.9,22.68,51.86,233.73,38.55,91.16
1213,163.27,567.22,80.89,101.86,74.23,23.08,51.82,233.01,38.31,90.14
1214,163.29,566.12,80.12,101.17,75.4,22.91,51.3,239.96,37.77,88.8
1215,164.65,582.47,80.99,100.23,73.8,22.45,51.31,241.99,38.6,86.27
1216,161.58,576.48,80.53,98.83,68.58,22.27,50.74,226.4,38.6,82.46
1217,160.21,578.85,81.3,98.02,68.76,22.12,50.44,222.6,39.46,83.64
1218,160.22,587.57,81.87,97.36,68.95,22.4,51.37,227.08,39.57,82.29
1219,161.58,576.67,81.3,97.76,69.35,22.71,51.59,234.28,38.9,82.18
1220,157.55,582.45,81.92,96.37,70.15,21.84,50.76,240.95,39.8,80.62
1221,157.76,571.15,80.85,96.94,68.6,22.06,50.91,242.93,39.84,79.95
1222,158.94,585.09,82.2,96.19,71.47,22.64,51.07,245.07,40.61,81.32
1223,157.92,572.85,81.48,96.97,71.35,22.65,51.99,242.89,40.22,81.14
1224,154.81,570.16,82.08,95.22,71.54,22.47,51.42,240.36,40.47,81.94
1225,162.47,584.77,83.76,98.49,73.72,24.35,55.01,250.13,41.41,85.62
1226,158.8,578.35,84.76,95.71,74.73,23.17,52.76,256.51,40.25,83.02
1227,159.69,582.25,86.48,96.81,73.89,23.37,52.51,247.63,40.05,81.92
1228,156.37,574.15,86.04,94.39,72.54,22.4,50.71,245.03,39.95,79.41
1229,154.59,573.52,87.41,95.43,71.63,21.98,50.53,234.98,39.29,77.77
1230,160.21,574.12,89.26,97.77,71.69,22.93,52.21,239.84,39.95,77.36
1231,161.71,580.38,89.85,100.21,69.49,23.3,52.72,235.95,40.34,74.38
1232,163.29,573.83,89.4,102.44,67.96,23.9,53.02,235.3,40.28,73.32
1233,170.31,579.3,87.86,109.05,66.9,25.01,55.36,228.71,41.5,71.46
1234,173.9,571.67,87.4,107.77,67.54,25.06,54.86,227.36,41.32,71.24
1235,174.93,574.71,87.96,110.5,65.93,25.73,56.15,234.59,42.39,70.27
1236,171.72,568.93,88.47,109.74,66.18,25.88,56.02,232.65,41.53,70.01
1237,171.73,573.88,89.02,110.15,64.74,26.41,55.48,235.81,41.27,68.78
1238,169.52,576.41,89.54,107.45,62.48,25.58,54.29,237.75,41.05,67.39
1239,169.15,592.79,91.59,108.98,64.21,25.41,54.33,230.28,41.51,67.55
1240,169.59,602.86,92.98,108.04,63.01,24.83,54.25,234.21,42.0,65.47
1241,170.65,604.94,93.49,107.79,62.45,24.78,54.36,227.53,42.46,64.58
1242,172.13,601.95,93.1,108.21,61.95,25.19,54.42,227.36,43.11,66.01
1243,172.64,602.05,91.97,109.4,61.8,25.38,54.76,235.27,43.21,65.65
1244,166.52,602.85,90.92,105.36,62.1,24.34,52.43,235.6,43.4,66.39
1245,165.87,599.62,91.72,107.1,65.17,25.11,52.91,241.8,44.02,71.12
1246,164.08,594.98,93.35,106.87,66.51,25.4,53.29,246.2,44.69,72.27
1247,165.81,585.67,95.09,105.69,66.84,24.98,53.18,239.84,45.14,72.17
1248,167.86,594.44,96.39,107.87,66.52,25.57,53.8,239.95,45.96,71.86
1249,170.77,593.52,98.32,107.3,65.31,25.49,53.61,232.19,46.29,72.25
1250,171.67,584.93,98.84,106.82,66.5,25.32,53.54,222.3,45.58,72.24
1251,171.64,585.82,100.02,107.15,67.09,25.54,53.4,230.3,45.4,74.36
1252,173.47,579.93,100.55,107.47,66.52,26.2,54.31,234.83,44.95,71.73
1253,175.61,581.73,102.54,108.9,66.7,26.85,54.75,215.88,44.7,70.15
1254,176.42,577.84,102.63,107.46,66.45,26.65,54.89,222.37,44.17,69.25
1255,181.58,576.08,100.57,106.24,64.99,26.61,54.49,224.83,44.55,66.73
1256,178.68,571.38,99.66,104.58,66.9,26.14,53.6,221.68,44.7,69.1
1257,179.78,571.76,99.06,105.75,67.92,26.62,54.49,209.26,44.14,70.1
1258,180.25,576.28,100.03,105.43,66.33,26.53,55.06,206.14,44.41,67.14
1259,182.51,577.32,100.79,104.27,67.01,25.74,54.52,208.76,44.15,68.63
1260,182.58,563.32,99.82,103.5,66.49,25.46,54.09,215.1,44.27,67.63
1261,174.43,551.62,101.15,99.08,68.2,24.05,52.07,217.84,43.03,69.72
1262,176.68,561.03,101.04,99.92,68.74,24.53,51.99,211.97,43.34,69.15
1263,175.25,568.93,101.83,99.76,71.13,24.61,52.22,208.39,43.87,69.81
1264,175.62,578.8,105.82,101.57,73.21,24.51,52.42,213.75,43.8,73.05
1265,175.77,588.64,106.77,102.97,73.28,25.03,51.86,221.96,43.91,73.92
1266,176.93,582.36,107.22,102.2,73.18,25.06,52.87,230.27,44.22,75.04
1267,177.75,593.99,107.45,101.3,70.64,24.92,52.64,225.58,45.21,73.36
1268,176.12,608.15,106.95,99.34,71.08,24.97,52.24,210.95,45.83,71.68
1269,174.9,609.62,105.34,99.62,70.94,24.78,52.51,200.76,45.35,71.86
1270,172.88,605.83,105.98,96.57,71.19,24.3,51.16,203.89,44.76,72.23
1271,170.8,611.59,106.14,94.55,71.13,23.71,49.44,210.8,45.25,73.3
1272,168.8,608.29,104.53,93.69,70.31,23.77,48.86,207.37,44.72,72.55
1273,169.84,603.18,104.28,93.63,70.04,23.96,49.04,195.16,45.26,71.96
1274,177.03,637.85,105.47,99.75,72.35,25.42,51.95,188.57,45.68,74.82
1275,177.78,629.67,102.86,100.41,73.25,25.71,52.19,188.88,45.13,75.01
1276,178.2,626.98,103.08,101.83,74.15,26.23,52.21,191.56,44.62,77.52
1277,172.48,613.69,102.35,99.45,73.43,25.67,50.48,195.67,44.43,75.58
1278,172.29,614.51,103.05,98.15,73.67,25.08,49.66,196.04,44.01,75.71
1279,171.42,602.72,102.43,96.92,73.9,24.97,49.44,199.56,43.43,75.58
1280,171.03,602.42,101.14,95.08,74.66,24.71,49.61,203.43,44.27,76.14
1281,170.29,601.95,101.0,94.13,75.05,24.85,49.44,208.16,44.17,77.42
1282,176.1,602.48,101.89,97.35,75.25,26.35,51.79,205.41,44.3,77.53
1283,174.48,608.73,101.74,97.83,74.43,26.35,51.6,206.8,44.46,77.16
1284,175.41,613.45,100.93,98.36,74.74,26.59,51.73,209.39,45.55,75.59
1285,173.57,596.93,101.48,97.12,75.86,27.01,50.93,205.88,44.9,76.72
1286,180.88,598.4,101.1,100.91,76.1,28.22,53.56,201.98,44.7,75.33
1287,180.7,613.69,101.6,100.98,74.88,28.5,54.06,204.33,44.91,72.87
1288,183.24,625.46,103.3,101.23,74.45,27.39,52.9,211.07,45.76,73.24
1289,183.07,620.67,102.07,102.63,74.83,28.29,53.65,203.2,45.3,73.17
1290,176.62,614.36,98.39,99.77,72.04,27.37,51.75,203.71,44.52,69.69
1291,174.4,616.28,98.5,99.84,71.62,27.42,51.36,196.72,44.4,69.62
1292,176.05,624.45,100.77,100.17,70.81,27.39,51.27,201.58,45.14,71.42
1293,172.95,624.23,101.06,97.51,70.77,27.11,50.5,206.31,45.0,74.22
1294,179.15,633.86,101.82,101.02,70.57,29.03,52.8,189.27,45.89,72.09
1295,179.26,635.73,100.99,99.79,70.84,28.1,52.33,183.29,46.36,69.89
1296,180.62,629.12,102.34,99.66,72.58,28.3,51.99,183.86,45.78,72.28
1297,179.59,630.69,104.13,100.42,72.6,28.06,52.17,191.43,45.99,72.78
1298,181.17,645.46,104.75,101.8,73.49,28.05,52.39,189.69,45.83,74.0
1299,179.97,650.39,104.33,101.42,74.03,27.84,51.81,187.03,45.06,73.8
1300,177.94,648.11,106.75,98.33,72.66,26.69,50.45,184.57,45.25,74.27
1301,177.54,652.86,108.7,97.96,75.28,26.91,50.3,185.81,45.86,76.99
1302,181.88,648.78,106.58,100.4,76.95,27.95,51.58,192.26,45.4,78.76
1303,179.59,653.85,106.32,101.3,76.21,28.09,52.28,196.97,46.38,79.53
1304,180.07,662.37,105.61,101.63,76.99,28.43,52.64,203.1,46.29,78.43
1305,185.78,671.4,106.35,105.55,76.58,29.57,54.22,204.07,46.74,79.72
1306,190.12,676.62,107.97,109.89,77.22,30.05,55.66,211.54,47.41,80.95
1307,192.79,670.13,107.19,110.67,79.81,31.9,57.58,215.15,46.74,82.61
1308,194.22,669.64,107.44,111.61,77.73,32.13,58.16,202.02,46.07,83.93
1309,199.85,676.08,104.81,116.45,76.58,33.68,60.32,203.23,47.59,83.63
1310,196.63,668.21,105.38,117.59,76.23,33.49,60.48,204.68,48.09,83.9
1311,196.94,662.18,105.14,118.02,76.93,34.12,61.42,198.68,48.0,85.14
1312,198.35,664.7,107.14,118.54,79.31,34.18,61.66,200.7,48.37,87.39
1313,200.08,666.65,106.09,119.73,78.74,34.47,62.38,206.79,47.45,87.4
1314,203.44,661.32,105.66,121.84,77.35,35.62,63.45,203.38,47.16,86.33
1315,202.97,665.94,106.53,121.61,76.13,35.75,63.86,206.71,48.52,85.62
1316,201.73,666.2,106.61,121.72,75.44,35.69,64.35,214.72,48.35,83.8
1317,203.06,664.59,107.51,122.21,75.61,36.42,64.39,220.55,47.7,84.37
1318,202.0,661.01,108.93,120.51,76.45,35.89,64.07,228.87,48.58,84.71
1319,206.95,669.17,107.06,124.53,77.2,37.22,66.51,226.21,48.49,83.11
1320,198.56,656.83,108.26,120.99,75.87,35.21,63.07,231.71,48.29,83.8
1321,198.5,663.83,109.13,120.15,74.97,34.55,63.4,233.35,49.33,81.71
